timestamp,epoch,loss
2025-07-26 11:15:35,1,1.4057
2025-07-26 11:25:35,2,1.2676
2025-07-26 11:35:35,3,1.4122
2025-07-26 11:45:35,4,1.3008
2025-07-26 11:55:35,5,1.1935
2025-07-26 12:05:35,6,4.5991
2025-07-26 12:15:35,7,0.7342
2025-07-26 12:25:35,8,0.8069
2025-07-26 12:35:35,9,0.5638
2025-07-26 12:45:35,10,0.4719
2025-07-27 13:10:22,11,0.5691
2025-07-27 13:19:18,12,0.392
2025-07-27 13:28:14,13,0.4166
2025-07-27 13:37:10,14,0.61
2025-07-27 13:46:06,15,0.4634
2025-07-27 13:55:02,16,0.3462
2025-07-27 14:03:58,17,0.3617
2025-07-27 14:12:53,18,0.324
2025-07-27 14:21:51,19,0.2761
2025-07-27 14:30:48,20,0.2499
2025-07-27 14:39:44,21,0.246
2025-07-27 14:48:40,22,0.2421
2025-07-27 14:57:37,23,0.4353
2025-07-27 15:06:33,24,0.2578
2025-07-27 15:15:29,25,0.2498
2025-07-27 15:24:25,26,0.25
2025-07-27 15:33:21,27,0.2553
2025-07-27 15:42:16,28,0.2496
2025-07-27 15:51:12,29,0.251
2025-07-27 16:00:08,30,0.2483
2025-07-27 16:09:04,31,0.2384
2025-07-27 16:18:00,32,0.24
2025-07-27 16:26:56,33,0.2332
2025-07-27 16:35:52,34,0.2397
2025-07-27 16:44:48,35,0.2337
2025-07-27 16:53:44,36,0.2545
2025-07-27 17:02:39,37,0.2289
2025-07-27 17:11:35,38,0.2306
2025-07-27 17:20:31,39,0.2347
2025-07-27 17:29:27,40,0.2275
2025-07-27 17:38:23,41,0.2269
2025-07-27 17:47:19,42,0.227
2025-07-27 17:56:15,43,0.2279
2025-07-27 18:05:11,44,0.2268
2025-07-27 18:14:07,45,0.2274
2025-07-27 18:23:02,46,0.2267
2025-07-27 18:31:58,47,0.2268
2025-07-27 18:40:54,48,0.2278
2025-07-27 18:49:50,49,0.2262
2025-07-27 18:58:46,50,0.2268

