timestamp,epoch,batch,loss
2025-07-26 22:31:35,1,100,1.5179
2025-07-26 22:31:35,1,200,1.6185
2025-07-26 22:31:35,1,300,1.4433
2025-07-26 22:31:35,1,400,0.8974
2025-07-26 22:31:35,1,500,1.0699
2025-07-26 22:31:35,1,600,1.2314
2025-07-26 22:31:35,1,700,1.5239
2025-07-26 22:31:35,1,800,1.825
2025-07-26 22:31:35,1,900,2.254
2025-07-26 22:31:35,1,1000,1.3422
2025-07-26 22:31:35,1,1100,0.9862
2025-07-26 22:31:35,1,1200,0.9066
2025-07-26 22:31:35,1,1300,0.9879
2025-07-26 22:31:35,1,1400,1.0592
2025-07-26 22:31:35,1,1500,1.0883
2025-07-26 22:31:35,1,1600,0.7969
2025-07-26 22:31:35,1,1700,1.3315
2025-07-26 22:31:35,1,1800,1.4908
2025-07-26 22:31:35,1,1900,3.3282
2025-07-26 22:31:35,1,2000,1.6733
2025-07-26 22:31:35,1,2100,1.0998
2025-07-26 22:31:35,1,2200,0.6536
2025-07-26 22:31:35,1,2300,1.2945
2025-07-26 22:31:35,1,2400,2.5375
2025-07-26 22:31:35,1,2500,1.1875
2025-07-26 22:31:35,2,100,1.0846
2025-07-26 22:31:35,2,200,1.037
2025-07-26 22:31:35,2,300,1.026
2025-07-26 22:31:35,2,400,1.0036
2025-07-26 22:31:35,2,500,1.0529
2025-07-26 22:31:35,2,600,2.4892
2025-07-26 22:31:35,2,700,1.0632
2025-07-26 22:31:35,2,800,1.0522
2025-07-26 22:31:35,2,900,1.0163
2025-07-26 22:31:35,2,1000,0.9761
2025-07-26 22:31:35,2,1100,0.9072
2025-07-26 22:31:35,2,1200,1.5076
2025-07-26 22:31:35,2,1300,1.0607
2025-07-26 22:31:35,2,1400,1.0978
2025-07-26 22:31:35,2,1500,1.1627
2025-07-26 22:31:35,2,1600,1.1741
2025-07-26 22:31:35,2,1700,1.2452
2025-07-26 22:31:35,2,1800,1.2197
2025-07-26 22:31:35,2,1900,1.2297
2025-07-26 22:31:35,2,2000,1.1756
2025-07-26 22:31:35,2,2100,1.2063
2025-07-26 22:31:35,2,2200,1.2274
2025-07-26 22:31:35,2,2300,1.2776
2025-07-26 22:31:35,2,2400,5.1788
2025-07-26 22:31:35,2,2500,0.8848
2025-07-26 22:31:35,3,100,1.2524
2025-07-26 22:31:35,3,200,1.1307
2025-07-26 22:31:35,3,300,1.1473
2025-07-26 22:31:35,3,400,1.1943
2025-07-26 22:31:35,3,500,1.2627
2025-07-26 22:31:35,3,600,1.2344
2025-07-26 22:31:35,3,700,1.2264
2025-07-26 22:31:35,3,800,0.9223
2025-07-26 22:31:35,3,900,2.2972
2025-07-26 22:31:35,3,1000,1.0827
2025-07-26 22:31:35,3,1100,1.0268
